transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN001343,M24131,,2024-08-31,2024-09-02,BR011
TXN001344,M71483,978-1-307-96373-1,2024-08-22,,BR001
TXN001345,M97501,,2025-05-31,2025-06-30,BR002
TXN001346,M88878,978-0-265-74223-5,2025-11-02,2025-11-03,BR003
TXN001347,M21898,978-0-487-09872-1,01/16/2025,2025-01-22,BR010
TXN001348,M75619,978-0-697-08386-9,2026-06-07,2026-06-11,BR009
TXN001349,M85777,978-1-5499-7791-6,08/23/2024,2024-09-02,BR004
TXN001350,M32514,978-1-5380-5365-2,2026-02-05,2026-02-09,BR001
TXN001351,M38051,978-1-183-22402-5,2025-03-27,2025-04-02,BR006
TXN001352,M67627,978-0-230-24102-2,2024-07-06,2024-07-19,BR003
TXN001353,M65586,978-0-304-43619-4,2024-09-02,2024-09-13,BR007
TXN001354,M26202,978-0-585-53730-6,2025-12-14,2025-12-26,BR003
TXN001355,M47784,978-1-80442-067-6,2025-07-10,2025-07-14,BR002
TXN001356,M60434,978-1-9808-6551-3,2025-08-05,2025-09-01,BR012
TXN001357,M68190,978-0-690-22209-8,2024-07-28,2024-08-11,BR005
TXN001358,M34744,978-1-214-34869-0,2025-04-29,2025-04-30,BR011
TXN001359,M98363,978-1-190-36133-1,2026-01-14,2026-02-05,BR007
TXN001360,M98672,978-0-7590-2517-2,2025-05-21,2025-06-09,BR007
TXN001361,M23332,978-0-9587395-9-7,2026-02-12,2026-02-19,BR002
TXN001362,M54385,978-0-7156-0338-3,2025-10-16,2025-10-30,BR002
TXN001363,,978-1-09-960874-2,2025-01-11,2025-02-06,BR010
TXN001364,M94388,978-1-173-56316-5,2025-01-09,2025-01-22,BR008
TXN001365,M73508,978-0-287-95083-0,2024-12-13,2024-12-17,BR013
TXN001366,M42858,978-0-8067-1307-6,2026-05-16,2026-05-17,BR011
TXN001367,M23055,978-0-940701-64-9,2025-02-27,2025-03-05,BR008
TXN001368,M60152,978-0-9981615-3-2,2024-07-15,2024-08-04,BR003
TXN001369,M22626,978-1-07-169448-0,13/03/2025,2025-03-28,BR013
TXN001370,M36467,978-1-81504-390-1,2025-01-10,2025-01-28,BR008
TXN001371,M55038,978-0-7698-7622-1,2024-10-04,,BR009
TXN001372,M14141,978-1-192-67649-5,2025-05-30,2025-06-27,BR007
TXN001373,M59327,978-0-544-94812-9,2024-08-06,2024-08-28,BR001
TXN001374,M49720,978-1-5475-7494-0,2024-10-22,2024-11-01,BR008
TXN001375,M60997,978-0-529-24075-0,2025-03-07,2025-03-29,BR010
TXN001376,M82585,978-0-465-86726-4,2024-12-15,2025-01-12,BR008
TXN001377,M30487,978-1-908099-83-9,2025-04-09,2025-04-22,BR005
TXN001378,M90863,978-1-4920-6441-1,2024-09-14,,BR006
TXN001379,M87393,,2025-03-01,2025-03-27,BR014
TXN001380,M86541,,23/09/2024,2024-10-06,BR015
TXN001381,M22759,978-1-81476-212-4,2026-04-24,2026-05-16,BR007
TXN001382,M42011,978-0-8310-0643-3,2025-05-13,,BR010
TXN001383,M18585,978-1-66656-749-6,2026-03-24,2026-04-11,BR006
TXN001384,M52744,,2025-06-09,2025-06-28,BR011
TXN001385,M77470,978-0-376-18518-1,2024-09-08,2024-09-27,BR001
TXN001386,M12914,978-0-03-264564-6,2024-11-28,2024-12-17,BR010
TXN001387,M22809,978-1-108-56288-1,27/03/2025,2025-04-07,BR012
TXN001388,M75107,978-1-4901-3249-5,2024-11-17,2024-11-29,BR003
TXN001389,M67146,978-1-997335-49-8,2024-09-19,2024-09-26,BR014
TXN001390,M47664,978-0-17-999324-2,2025-04-13,2025-04-21,BR010
TXN001391,M91863,978-1-71391-559-1,2025-10-16,2025-10-20,BR012
TXN001392,M87576,978-1-69389-833-4,2025-05-04,2025-05-20,BR010
TXN001393,M65981,978-0-7787-9565-0,2025-02-23,2025-03-12,BR011
TXN001394,M49309,978-0-514-09617-1,2025-10-04,2025-10-17,BR006
TXN001395,M42933,978-0-05-512676-4,2026-05-28,2026-06-03,  BR011 
TXN001396,M12438,978-1-03-765439-8,2026-03-30,2026-04-15,BR014
TXN001397,M37912,978-1-230-65940-4,2024-11-13,2024-12-01,BR005
TXN001398,M90533,978-0-209-40037-5,2025-02-17,2025-03-10,BR015
TXN001399,M17848,978-0-18-158374-5,2024-12-04,2024-12-09,BR008
TXN001400,M99824,978-1-69839-859-4,2026-03-12,2026-04-08,BR007
TXN001401,M18444,978-0-9878192-1-5,2024-07-26,2024-08-16,BR005
TXN001402,M31048,978-0-531-76602-6,2024-11-23,2024-11-27,BR004
TXN001403,M29655,978-0-11-178619-2,2026-04-16,2026-05-01,BR013
TXN001404,M73620,978-0-662-86603-9,2024-11-13,2024-11-15,BR007
TXN001405,M36475,978-1-01-716445-9,2024-07-05,2024-07-31,BR001
TXN001406,M46408,978-0-572-15149-2,2024-10-14,2024-11-07,BR011
TXN001407,M73680,978-0-8099-6930-2,2025-12-18,2025-12-29,BR014
TXN001408,M88852,978-0-87234-601-7,2025-08-02,2025-08-31,  BR015 
TXN001409,M57636,978-0-08-507698-5,2026-06-22,2026-07-16,BR007
TXN001410,M28423,978-1-368-05373-0,2025-02-19,2025-02-23,BR012
TXN001411,M78414,978-0-318-67207-6,2025-12-11,2025-12-20,BR013
TXN001412,M75070,978-0-203-84375-8,2024-11-06,2024-12-02,BR010
TXN001413,M51079,978-0-7598-9622-2,2026-05-08,2026-06-01,BR012
TXN001414,M40924,978-1-82394-840-3,2025-08-05,2025-08-12,BR003
TXN001415,M45985,978-0-86209-297-9,2025-05-15,2025-05-31,BR014
TXN001416,M79922,978-1-363-91025-0,2026-01-29,2026-02-14,BR006
TXN001417,M99487,978-0-03-468616-6,2025-12-22,2025-12-27,BR015
TXN001418,M57578,978-1-56269-962-8,2025-05-09,2025-05-30,BR014
TXN001419,M89405,,2025-09-06,2025-09-08,BR012
TXN001420,M98027,978-0-246-94841-0,2025-02-17,2025-03-12,BR007
TXN001421,M57560,978-0-447-44309-7,2026-05-21,2026-06-18,  BR009 
TXN001422,M67986,978-0-02-248248-0,2026-02-13,2026-02-22,BR015
TXN001423,M49438,978-1-61771-824-3,2025-04-23,2025-05-22,BR005
TXN001424,M31001,978-1-05-869427-4,2024-09-10,2024-10-01,BR015
TXN001425,M63253,978-1-933515-88-5,2024-07-10,,BR014
TXN001426,M74447,978-1-5292-6769-3,05/11/2026,2026-06-03,BR015
TXN001427,M65360,978-0-01-749075-9,2025-12-19,2025-12-28,BR014
TXN001428,M76366,978-0-07-158009-0,2025-09-21,2025-10-09,BR010
TXN001429,M52830,978-1-191-08839-8,2024-12-20,,BR013
TXN001430,M94094,978-1-943364-47-3,2024-08-23,2024-08-24,BR013
TXN001431,M62515,978-1-74890-476-8,2026-03-29,2026-04-02,BR006
TXN001432,M30686,978-1-254-59606-8,2026-06-18,2026-07-02,BR014
TXN001433,M51864,978-1-396-09626-6,05/21/2026,2026-06-09,BR005
TXN001434,M52936,978-1-85996-486-6,2025-11-27,2025-12-03,BR002
TXN001435,M61576,978-1-330-23042-8,01/12/2025,,BR004
TXN001436,M13010,978-1-4812-4211-0,2024-08-12,,BR015
TXN001437,M70610,978-0-9587395-9-7,02/13/2026,2026-02-27,BR001
TXN001438,M88694,978-0-14-773201-9,2025-09-19,2025-10-08,BR006
TXN001439,M25381,,2025-07-04,2025-08-03,BR009
TXN001440,M69468,978-1-4844-2739-2,2024-10-28,2024-11-04,BR002
TXN001441,M34975,978-1-386-31050-1,2025-12-07,2025-12-20,BR005
TXN001442,M27065,978-0-429-83152-2,09/29/2025,2025-10-26,BR010
TXN001443,M47089,978-1-76921-053-4,2026-05-19,2026-06-14,BR007
TXN001444,M29129,,2024-09-18,2024-10-03,BR005
TXN001445,M42547,978-0-8170-0327-2,2026-01-29,,BR002
TXN001446,M27459,978-0-600-01101-9,2024-10-07,2024-10-20,BR011
TXN001447,M65481,978-0-516-41195-8,2025-11-24,,BR002
TXN001448,M17700,978-1-09-114131-5,01/30/2026,2026-02-19,BR008
TXN001449,M97921,978-1-81469-539-2,2024-11-12,2024-11-14,BR012
TXN001450,M10702,978-1-992613-82-9,2025-07-15,2025-08-06,BR005
TXN001451,M58614,978-1-307-27728-9,2026-03-18,2026-03-27,BR001
TXN001452,M32264,978-1-4833-3679-4,2025-02-08,2025-02-11,BR015
TXN001453,M51591,978-1-7380101-2-7,2024-08-25,2024-09-05,BR003
TXN001454,M15788,978-0-03-854070-9,2025-11-30,2025-12-09,BR014
TXN001455,M57263,978-0-283-82710-5,2026-03-23,2026-04-12,BR015
TXN001456,M44571,978-1-66919-530-6,2025-01-03,2025-01-27,BR015
TXN001457,M74392,978-1-347-76958-4,2024-10-17,2024-11-08,BR009
TXN001458,M93447,978-1-80157-399-3,2025-03-17,2025-03-25,BR004
TXN001459,M34004,,2025-10-07,2025-10-22,BR005
TXN001460,M67203,978-0-570-44455-8,2025-02-02,2025-02-25,BR001
TXN001461,M83512,978-1-312-40790-9,2025-02-26,2025-03-26,BR002
TXN001462,M29405,978-1-215-29108-7,2024-08-01,2024-08-07,BR004
TXN001463,M32058,978-1-390-83521-2,2025-04-22,2025-05-11,BR010
TXN001464,M37839,978-0-241-18244-4,2025-01-06,2025-01-12,BR009
TXN001465,M64580,978-0-7407-1732-1,2024-11-03,2024-11-07,BR013
TXN001466,M53077,,2024-12-24,2024-12-28,BR011
TXN001467,M61664,978-1-07-859311-3,2026-05-15,2026-05-16,BR014
TXN001468,M20625,978-0-638-76215-0,2025-05-12,2025-05-21,BR008
TXN001469,M87883,978-0-940247-02-4,2025-09-08,2025-09-23,BR001
TXN001470,M52587,978-0-412-00740-8,2025-04-13,2025-04-15,BR003
TXN001471,M94363,978-1-256-39427-3,2025-05-15,,BR012
TXN001472,M88943,978-0-7949-9952-0,2025-01-19,2025-02-13,  BR005 
TXN001473,M62286,978-0-7347-6427-0,2024-08-14,2024-08-27,BR003
TXN001474,M47347,978-1-287-28660-8,08/29/2024,2024-09-24,BR002
TXN001475,M66670,978-1-05-879052-5,2025-03-01,2025-03-06,BR015
TXN001476,M57060,978-1-69100-822-3,2026-05-27,2026-06-11,BR009
TXN001477,M60867,978-1-56731-370-3,11/02/2024,2024-11-27,BR010
TXN001478,M65382,978-0-87794-176-7,2025-10-11,2025-10-14,BR007
TXN001479,M15300,978-1-265-20120-3,2024-10-07,2024-10-29,BR011
TXN001480,M30325,978-1-378-26018-0,2026-04-02,2026-04-05,BR011
TXN001481,M48103,978-1-66183-067-0,2024-10-16,2024-10-26,BR015
TXN001482,M29478,978-0-03-983135-6,01/14/2025,2025-01-28,BR014
TXN001483,M48729,978-0-9924161-1-9,2024-07-14,2024-07-31,BR002
TXN001484,M24107,978-1-75445-847-7,2025-05-07,2025-05-31,BR002
TXN001485,M84511,978-1-104-06291-0,09/06/2025,2025-07-04,BR005
TXN001486,M75987,,2025-09-24,2025-09-30,BR012
TXN001487,M33882,978-1-307-45054-5,2024-12-17,2025-01-09,BR002
TXN001488,M49013,978-1-320-43192-7,2025-04-07,2025-04-27,BR013
TXN001489,M44743,978-0-925010-58-2,2025-05-31,2025-06-24,BR004
TXN001490,M89174,978-1-4982-2749-0,2024-08-17,2024-08-18,BR007
TXN001491,M61764,978-1-158-41560-1,2025-06-25,2025-07-18,BR011
TXN001492,M63096,978-1-08-187588-6,2025-07-08,2025-07-28,BR012
TXN001493,M90837,978-0-10-108965-4,2026-04-12,2026-04-17,BR013
TXN001494,M27709,,2024-12-30,2025-01-22,BR002
TXN001495,M34670,978-0-376-81187-5,2024-08-08,2024-08-29,BR008
TXN001496,M41690,978-1-57208-024-9,2025-09-18,,BR004
TXN001497,M70742,978-1-163-71206-1,2024-12-10,2025-01-08,BR001
TXN001498,M29978,978-0-9516484-9-0,2025-03-19,2025-04-16,BR008
TXN001499,M68918,978-1-63439-252-5,2025-12-05,2026-01-01,BR005
TXN001500,M61345,978-0-19-314919-9,2026-03-21,2026-04-13,BR002
TXN001501,M66595,978-0-9987591-5-9,2024-12-07,2024-12-31,BR012
TXN001502,M82653,978-0-05-162713-5,2025-12-24,2026-01-10,BR008
TXN001503,M87468,978-0-476-79007-0,2024-09-08,2024-09-25,BR004
TXN001504,M12492,978-0-349-09619-3,2025-03-16,,BR009
TXN001505,M94974,978-1-64006-069-2,25/08/2025,2025-09-15,BR002
TXN001506,M55451,978-0-468-96701-5,2024-08-09,2024-09-02,BR001
TXN001507,M35192,978-0-345-53882-6,2024-11-08,2024-11-27,  BR004 
TXN001508,M99780,978-1-5126-1937-9,28/12/2024,2025-01-19,BR014
TXN001509,M71402,978-0-06-294193-0,11/05/2025,2025-05-25,BR012
TXN001510,M98225,978-1-09-528895-5,2024-08-30,2024-09-27,BR013
TXN001511,M31237,978-1-235-70041-5,2025-12-01,2025-12-23,BR012
TXN001512,M73293,978-0-7155-3482-3,2025-10-12,2025-10-16,BR003
TXN001513,M64523,978-1-72532-095-6,2024-07-11,2024-07-29,BR005
TXN001514,M16166,978-0-18-615640-1,2025-05-22,2025-06-13,BR015
TXN001515,M30788,978-1-161-13395-0,06/12/2026,2026-06-23,BR001
TXN001516,M66442,978-0-9544979-1-0,2024-10-18,2024-11-03,BR002
TXN001517,M43793,978-0-912706-59-7,2026-02-13,,BR013
TXN001518,M83010,978-1-4969-3578-6,2025-02-22,2025-03-11,BR014
TXN001519,M89205,978-1-170-16608-6,23/09/2024,2024-10-19,BR015
TXN001520,M69917,978-0-916032-48-7,2024-10-10,2024-10-30,BR002
TXN001521,M23352,978-1-905992-93-5,2025-10-14,2025-11-04,BR009
TXN001522,M25474,978-1-4024-2861-6,2026-03-30,2026-04-22,BR003
TXN001523,M67870,978-1-226-44180-8,2024-08-11,2024-08-16,BR012
TXN001524,M94815,978-1-314-62491-5,2025-11-10,2025-11-25,BR002
TXN001525,M64493,978-1-71434-558-8,2026-04-30,2026-05-16,BR004
TXN001526,M54737,978-1-65290-603-2,2025-05-01,2025-05-24,BR002
TXN001527,M64396,978-0-85510-740-6,2025-09-01,2025-09-18,BR003
TXN001528,M65275,978-1-5418-1563-6,01/18/2026,2026-02-17,BR013
TXN001529,M63648,978-1-03-765439-8,2026-06-14,2026-06-15,BR013
TXN001530,M68009,978-0-679-74034-6,2026-03-13,2026-03-16,BR012
TXN001531,,978-0-8091-6631-2,2024-07-14,2024-07-16,BR013
TXN001532,M61546,978-1-72727-423-3,2025-01-14,2025-02-04,BR015
TXN001533,M96554,978-1-270-26604-4,2025-11-04,2025-11-26,BR007
TXN001534,M82562,978-1-948534-00-0,2025-09-29,2025-10-26,BR015
TXN001535,M46671,978-0-14-954277-7,2025-12-24,2026-01-14,BR012
TXN001536,M36887,978-0-647-92149-4,08/11/2024,2024-12-04,BR012
TXN001537,M95033,978-1-76164-534-1,2025-10-21,2025-10-23,BR015
TXN001538,M80442,978-0-7272-2397-5,2026-05-22,2026-06-01,BR009
TXN001539,M38014,978-0-420-94207-4,2025-06-14,2025-07-09,BR005
TXN001540,M93320,978-1-180-17046-2,2026-04-17,2026-05-06,BR015
TXN001541,M43907,978-0-226-00014-5,2024-12-05,2024-12-22,BR012
TXN001542,M24475,978-1-9747-7656-6,2025-04-27,2025-05-09,BR005
TXN001543,M26228,,2026-01-17,2026-02-01,BR011
TXN001544,M49054,978-0-940196-55-1,2025-05-01,2025-05-09,BR008
TXN001545,M86230,978-1-64505-810-6,2026-04-10,2026-04-22,BR014
TXN001546,M49216,978-0-373-14217-0,2024-11-28,2024-12-11,BR011
TXN001547,M78113,978-1-4110-7609-9,2026-02-16,2026-02-23,BR006
TXN001548,M57352,978-1-01-864876-7,2025-09-08,2025-09-22,BR012
TXN001549,M20740,978-0-87567-981-5,2026-06-09,2026-06-16,BR015
TXN001550,M68479,978-1-962762-23-6,2024-08-01,2024-08-18,BR007
TXN001551,M61744,978-0-7598-9622-2,2025-04-11,2025-04-26,BR008
TXN001552,M74165,978-0-387-16283-6,2025-04-21,2025-05-08,BR014
TXN001553,M26662,978-1-70765-094-1,2026-06-29,2026-07-16,BR003
TXN001554,M79355,978-1-06-336998-3,2025-05-09,2025-06-02,BR008
TXN001555,M30557,978-0-8035-1489-8,2026-01-29,2026-02-18,BR015
TXN001556,M63558,978-1-905347-28-5,2025-03-05,2025-03-22,BR010
TXN001557,M30093,978-1-186-95724-1,2024-07-14,2024-07-30,BR006
TXN001558,M13667,978-0-223-28837-9,2025-10-14,2025-10-16,BR013
TXN001559,M49998,978-1-00-308356-6,2025-10-17,2025-11-02,BR003
TXN001560,M10273,978-1-72007-342-0,2025-03-05,2025-03-19,BR002
TXN001561,M73068,978-1-150-07601-5,2026-05-04,2026-05-30,BR008
TXN001562,M59454,978-0-331-52404-8,2025-11-08,2025-11-25,BR003
TXN001563,M93422,978-1-906412-27-2,2024-08-07,2024-09-04,BR011
TXN001564,M52626,978-1-9831-2428-0,2024-12-06,2024-12-19,BR007
TXN001565,M54433,978-1-70115-491-9,2025-04-30,2025-05-03,BR012
TXN001566,M31707,978-0-08-083480-1,2025-09-27,2025-10-20,BR011
TXN001567,M50481,978-1-70860-414-1,2025-03-20,2025-03-27,BR011
TXN001568,M91094,978-0-583-28182-9,2025-11-17,2025-12-12,BR010
TXN001569,M72368,978-0-546-29148-3,2025-09-04,2025-09-22,BR002
TXN001570,M33559,978-1-73156-639-3,2025-07-04,2025-07-31,BR013
TXN001571,M85963,978-1-76193-788-0,2024-07-26,2024-08-14,BR010
TXN001572,M15896,978-1-396-90784-5,2026-06-18,2026-07-02,BR006
TXN001573,M13153,978-1-4831-7306-1,2026-06-04,2026-06-08,BR007
TXN001574,M23019,978-0-03-203197-5,12/04/2026,2026-05-07,BR003
TXN001575,M21747,978-0-690-22209-8,2026-05-09,2026-05-29,BR011
TXN001576,M52636,978-0-277-03843-2,2025-02-12,2025-02-23,BR005
TXN001577,M28672,978-0-9685642-5-7,08/25/2024,2024-09-21,BR005
TXN001578,M25855,978-1-179-93781-6,2025-08-23,2025-08-31,BR013
TXN001579,M74615,978-0-7085-5360-2,2025-01-26,2025-02-04,BR007
TXN001580,M17947,978-0-316-82260-2,2024-08-18,,BR007
TXN001581,M13788,978-1-69704-095-1,2024-09-30,2024-10-09,BR015
TXN001582,M82623,978-0-443-27018-5,2024-12-01,2024-12-22,BR004
TXN001583,M26458,978-1-85304-555-4,2024-08-17,,BR008
TXN001584,M93335,978-1-66204-719-0,2024-08-04,2024-08-10,BR006
TXN001585,M42133,978-1-959514-29-9,2024-07-09,2024-07-11,BR015
TXN001586,M10131,978-0-7135-3867-0,2024-11-08,2024-11-09,BR011
TXN001587,M17887,978-1-83517-983-3,2025-10-07,2025-11-03,BR005
TXN001588,M99128,978-1-369-53102-2,2026-05-27,2026-06-15,BR014
TXN001589,M76889,978-1-4063-0624-8,2025-09-18,2025-09-21,BR012
TXN001590,M49405,978-1-872568-62-1,2024-07-30,2024-08-17,BR014
TXN001591,M46629,978-1-191-20381-4,17/04/2025,2025-05-13,BR010
TXN001592,M51720,978-1-66764-099-0,28/08/2025,2025-09-22,BR011
TXN001593,M69338,978-0-7740-2928-5,2026-01-08,2026-01-28,BR006
TXN001594,M53051,,2025-07-03,2025-08-02,BR012
TXN001595,M10268,978-0-05-242786-4,2025-12-24,,  BR015 
TXN001596,M32745,978-1-4940-3951-6,2026-04-18,2026-04-21,BR013
TXN001597,M95078,978-1-57208-024-9,2025-09-19,2025-10-16,BR001
TXN001598,M98029,978-1-371-89239-5,2025-07-27,2025-08-09,BR006
TXN001599,M88815,978-0-9728351-2-1,2025-04-27,2025-05-20,BR014
TXN001600,M11105,978-1-5213-5317-2,2025-07-16,2025-07-17,BR015
TXN001601,M39035,978-0-608-54818-0,2025-09-18,2025-09-30,BR011
TXN001602,M35101,978-0-04-298622-7,2024-12-20,2024-12-28,BR013
TXN001603,M74724,978-1-152-06436-2,2026-03-04,2026-03-27,BR005
TXN001604,M89433,978-1-85320-895-9,2024-09-06,2024-09-10,BR014
TXN001605,M46352,978-1-299-33570-7,2025-05-19,2025-06-10,BR003
TXN001606,M84148,978-1-371-96755-0,2025-08-15,2025-09-03,BR010
TXN001607,M26809,978-1-147-54102-1,2026-05-29,2026-06-26,BR005
TXN001608,M39879,978-1-136-09085-1,2024-09-06,2024-09-07,BR004
TXN001609,M98832,978-1-893326-14-9,2024-09-24,2024-10-09,BR011
TXN001610,M10256,978-0-587-99684-2,2025-06-14,2025-06-28,BR014
TXN001611,M63330,978-0-298-73401-6,2025-05-16,2025-06-02,BR008
TXN001612,M15697,978-0-650-20002-9,2025-03-28,2025-04-11,BR001
TXN001613,M79784,978-0-940196-55-1,2026-06-08,2026-06-11,BR007
TXN001614,M84949,978-1-68172-257-3,2026-06-28,2026-07-01,BR012
TXN001615,M42765,978-0-15-711713-4,2026-01-28,,BR005
TXN001616,M91958,978-1-4054-5866-5,2025-01-20,2025-02-08,BR007
TXN001617,M92090,978-0-9831043-8-4,2026-02-23,2026-03-03,BR004
TXN001618,M54669,978-0-8437-6992-0,2025-03-04,2025-03-07,BR009
TXN001619,M88638,978-0-04-501896-3,2026-03-28,2026-04-01,BR011
TXN001620,M21211,978-1-80589-113-0,2025-12-21,2026-01-18,BR007
TXN001621,M18523,978-0-492-16433-6,2024-09-14,2024-09-16,BR015
TXN001622,M49514,978-1-69243-435-9,2026-02-18,2026-02-20,BR002
TXN001623,M83303,978-1-220-68243-6,2025-03-16,,  BR007 
TXN001624,M63884,978-1-77785-929-9,2026-05-17,2026-05-18,BR013
TXN001625,M69429,978-0-403-70433-0,2026-03-20,2026-03-24,BR015
TXN001626,M54514,978-0-308-33016-0,2026-04-13,2026-05-02,BR008
TXN001627,M35228,978-0-913431-61-0,2025-09-26,2025-10-15,BR010
TXN001628,M35377,978-0-7272-2397-5,2024-08-07,2024-08-19,BR011
TXN001629,M65182,978-0-240-51026-2,2025-07-28,2025-08-23,BR003
TXN001630,M15776,978-0-284-42347-4,2026-02-21,2026-03-14,BR010
TXN001631,M56890,978-0-9694541-9-9,2025-04-13,2025-04-29,BR013
TXN001632,M50458,978-0-493-32672-6,2026-04-24,2026-05-11,BR006
TXN001633,M86865,978-0-371-99051-3,2026-05-23,2026-06-19,BR001
TXN001634,M83328,978-0-7552-9776-4,2024-08-12,2024-08-19,BR006
TXN001635,M93958,978-0-238-78003-5,2025-05-06,2025-05-22,BR006
TXN001636,M71263,978-0-408-71006-0,2025-01-28,2025-02-08,BR014
TXN001637,M90753,978-0-604-99100-3,2025-05-09,2025-06-07,BR003
TXN001638,M15530,978-1-62475-107-3,2026-03-13,2026-03-21,BR011
TXN001639,M71149,978-0-04-530693-0,2026-04-06,2026-05-03,BR008
TXN001640,M53452,978-1-82608-252-4,2025-06-10,2025-07-07,BR004
TXN001641,M10881,978-1-85424-932-6,2025-03-25,,BR006
TXN001642,M25098,978-0-19-386827-4,2024-11-25,2024-12-25,BR004
TXN001643,M57174,,2026-01-31,2026-02-10,BR001
TXN001644,M32825,978-0-507-64871-4,2026-05-19,2026-06-16,  BR012 
TXN001645,M82680,978-0-15-944633-1,2026-04-10,2026-04-19,BR001
TXN001646,M23263,,2024-12-28,2025-01-18,BR011
TXN001647,M24544,978-0-354-62127-4,2025-10-26,2025-11-07,BR005
TXN001648,M58804,978-0-439-10323-7,2026-06-17,2026-07-16,BR013
TXN001649,M66848,978-1-05-865094-2,2025-06-25,2025-07-25,BR002
TXN001650,M27143,978-1-990707-55-1,2024-11-24,2024-12-06,BR009
TXN001651,M51674,978-0-04-502589-3,2026-05-13,,BR015
TXN001652,M90744,978-1-5173-6585-1,2025-06-27,2025-07-08,BR005
TXN001653,M42397,978-0-7499-2164-4,2025-07-13,2025-07-30,BR014
TXN001654,M86556,978-0-376-81187-5,2024-11-01,,BR012
TXN001655,M71691,978-1-186-38782-6,2025-05-30,2025-06-24,BR003
TXN001656,M94550,978-1-75816-602-6,2024-08-01,2024-08-07,BR008
TXN001657,M52182,978-1-389-64164-0,2026-02-24,2026-03-12,BR012
TXN001658,M72096,978-1-4162-7963-1,2024-07-18,2024-08-06,BR011
TXN001659,M95162,,2025-06-25,2025-07-10,BR004
TXN001660,M40721,978-0-289-51456-6,2024-09-03,2024-09-22,BR007
TXN001661,M30605,978-0-85558-095-7,2024-07-01,2024-07-06,  BR005 
TXN001662,M21013,978-0-08-041756-1,2024-07-02,2024-07-04,  BR006 
TXN001663,M70981,978-0-311-67870-9,2025-10-06,2025-10-20,BR007
TXN001664,M63602,978-1-57637-982-0,2026-02-06,2026-02-07,BR006
TXN001665,,978-0-622-13204-4,04/07/2024,,BR011
TXN001666,M20802,978-1-71258-284-8,2024-10-19,2024-10-22,BR009
TXN001667,M46231,978-0-329-71674-5,2024-12-21,,BR002
TXN001668,M15017,978-0-324-23480-0,2026-04-23,2026-05-02,BR004
TXN001669,M49677,978-0-04-502437-7,2026-02-14,2026-02-19,BR004
TXN001670,M81188,978-0-545-49480-9,2025-04-22,2025-05-19,BR013
TXN001671,M55433,978-0-368-96008-6,2025-09-09,2025-10-04,BR007
TXN001672,M95892,,2025-09-22,2025-10-17,BR011
TXN001673,M29566,978-0-304-43619-4,2025-08-25,2025-09-01,BR004
TXN001674,M72185,978-0-8346-4429-8,2025-03-11,2025-03-26,BR013
TXN001675,M70476,978-1-287-92326-8,2025-11-26,2025-12-10,BR006
TXN001676,M64747,978-1-65314-513-3,2025-07-25,2025-08-06,BR014
TXN001677,M28212,978-1-01-917920-8,2026-02-02,2026-02-03,BR005
TXN001678,M75509,978-0-04-117614-8,2024-09-21,2024-10-05,BR006
TXN001679,M99884,978-1-379-82149-6,2025-04-18,2025-04-19,BR005
TXN001680,M84393,978-1-907371-00-4,2024-08-30,2024-09-10,BR003
TXN001681,M84473,978-1-371-96755-0,2024-07-13,2024-08-10,BR015
TXN001682,M61234,978-1-283-06153-7,2026-04-04,,BR007
TXN001683,M60650,978-1-65754-602-8,2025-01-06,2025-01-21,BR006
TXN001684,M93755,978-1-77242-954-1,2025-01-10,2025-01-28,BR003
TXN001685,M33283,,2025-09-11,2025-09-12,BR012
TXN001686,M34470,978-1-266-22549-9,2025-01-21,2025-01-31,BR005
TXN001687,M96451,978-0-583-04077-8,2026-01-24,2026-01-25,BR001
TXN001688,M32521,978-1-9744-2526-6,2025-01-27,2025-01-31,BR007
TXN001689,M26926,978-0-7701-2493-9,2025-11-02,,BR012
TXN001690,M37063,978-0-486-40104-1,2026-04-12,2026-05-05,BR005
TXN001691,M97135,978-1-74270-725-9,2025-04-17,2025-05-06,BR010
TXN001692,M36604,978-1-00-751674-9,2024-08-23,2024-08-28,BR005
TXN001693,M68422,978-0-640-98058-0,2026-05-31,2026-06-17,BR010
TXN001694,M53108,978-0-527-62520-7,2024-10-11,2024-10-13,BR008
TXN001695,,978-0-04-115488-7,2025-11-15,2025-12-08,BR006
TXN001696,M48987,978-1-03-824073-6,2026-06-20,2026-07-19,BR007
TXN001697,M90967,978-0-07-856227-3,2025-11-16,2025-11-22,BR007
TXN001698,M84529,978-1-310-69872-9,2026-04-05,2026-04-11,BR004
TXN001699,M45884,978-1-137-17306-5,2024-10-04,2024-10-07,BR005
TXN001700,M38476,978-1-57174-905-5,2024-09-14,2024-09-26,BR013
TXN001701,,978-0-7085-5360-2,2025-03-05,2025-03-19,BR013
TXN001702,M69105,978-0-03-301623-0,2026-01-21,,BR009
TXN001703,M13501,978-1-01-642624-4,2026-01-29,2026-02-11,BR007
TXN001704,M35480,978-1-71756-551-8,2026-05-22,2026-06-21,BR005
TXN001705,M27888,978-1-82342-840-0,10/31/2024,2024-11-03,BR008
TXN001706,M81883,978-1-896355-87-0,2025-04-04,2025-04-13,BR003
TXN001707,M31150,978-0-19-986798-1,2025-12-27,2026-01-06,  BR010 
